user_id,nome,email,data_cadastro,cidade,estado,valor_ultima_compra,data_ultimo_login
88211d16-bce4-44dc-8403-046824a8863c,Dr. Gael Henrique Pereira,,2025-07-19,Pinto,rio de janeiro,"R$ 52,52",2025-07-17 23:26:16.993447
bcf18a25-ff70-44e1-acce-2bf1fdce269d,João Lucas Freitas,maria-helena04@example.net,30-Sep-2024,Câmara,MG,"R$ 123,13",2025-07-11 21:59:22.861526
fe73dffd-f68f-401d-b3cd-b40ebeffcad6,Ravi Lucca Azevedo,cunhanicole@example.net,11-Jul-2024,Campos,São Paulo,"R$ 655,94",2025-07-17 20:28:41.162008
e36fffe2-7df9-417b-9ea4-d18210193231,José Pedro Barbosa,gustavo55@example.org,08-05-2025,Gonçalves Grande,SC,"R$ 477,37",2025-08-02 04:56:32.504397
4af04e57-5f60-4ccd-8ea1-264b013877d2,Bruno Souza,sophie02@example.net,02-Mar-2025,Mendes,MG,"R$ 970,65",2025-07-20 03:09:39.373109
4a6533c8-7108-4e3d-a4ad-0dc12279b5a4,Dra. Mirella da Mata,caroline93@example.org,07-05-2025,Abreu de Aragão,MG,"R$ 555,72",2025-07-19 19:24:25.344441
13b6a4b6-8936-4f83-bf3f-1ea9b4ca9998,Ana Carolina Casa Grande,fda-mota@example.com,06-Aug-2025,Borges de Minas,SP,"R$ 766,95",2025-08-07 18:06:29.314259
99d47127-e593-4102-9f27-a3256f3ba341,Luigi Novais,guerraana-livia@example.com,07-15-2024,Nascimento,Rio de Janeiro,"R$ 459,40",2025-07-22 23:54:10.630019
abae8955-8874-4176-8c98-81dbd9265b40,Esther Sampaio,diogomoura@example.com,06-Dec-2023,Peixoto do Campo,SC,"R$ 334,95",2025-07-26 02:24:42.971194
22bd7e8d-953e-4492-95df-901df3c8df75,Lucas Araújo,guilhermecavalcante@example.net,12/09/2023,Novais,PR,,2025-07-29 08:29:28.643069
6ae28579-8f5e-4240-9c40-ff5194338105,Maria Helena Monteiro,fandrade@example.com,2024-11-15,Caldeira das Pedras,sao paulo,"R$ 413,96",2025-07-12 17:40:37.509657
d326f0f4-f6d5-42ce-b3d4-fa28483388f5,Luigi Rezende,,11-Nov-2023,Cavalcante,PR,"R$ 548,95",2025-07-30 09:08:19.502949
08fb951d-0f44-47e7-800d-a57cafcc563c,Juliana Souza,augusto62@example.net,12-22-2023,Melo da Prata,PR,"R$ 510,09",2025-07-20 17:41:48.510714
27afcbec-914d-4689-9415-e3651de4b1c9,José Pedro Montenegro,yalmeida@example.org,05/01/2024,Carvalho,PR,"R$ 953,30",2025-07-28 17:08:07.600332
86f57f7e-fad6-4794-819c-ab447766bdf2,Ana Lívia Dias,ajesus@example.org,2023-12-05,Fernandes,SP,"R$ 662,88",2025-07-21 03:53:18.510967
52733e2c-4cb5-496a-a4cf-d66807f36d50,Bernardo Pinto,xandrade@example.org,12-28-2024,Farias de Gonçalves,MG,"R$ 69,82",2025-07-15 13:31:09.202799
b8cf4438-7640-42bd-af05-a15128733d71,Oliver Rodrigues,sferreira@example.net,06-Jun-2024,da Mota,MG,"R$ 218,31",2025-08-07 02:36:40.798705
63288ed5-2bd2-4495-8372-d7500bd59f1e,Sra. Mariana Vasconcelos,qgoncalves@example.org,05/09/2024,Sampaio,SC,"R$ 461,65",2025-07-15 04:15:37.193289
f93be1da-7787-4f11-8f26-9bc51f405bf6,Gael Henrique Siqueira,rrezende@example.org,22-Apr-2024,Macedo,São Paulo,"R$ 904,09",2025-07-29 19:00:52.068587
c918e1da-07d5-461b-a340-12ea88b7fd12,Mariane Nunes,vargasisabella@example.net,29-Apr-2024,Câmara da Prata,SC,"R$ 680,53",2025-07-24 22:47:28.521167
233e3275-25e6-4dbb-a310-21f117a25973,Benjamim Fernandes,scasa-grande@example.com,08-13-2024,Sá de Goiás,SC,,2025-08-07 18:55:59.676932
b975c549-3d63-4c83-aed4-6224e5b07cb5,Henry Gabriel Cunha,isabelly68@example.org,10-18-2023,Viana,Rio de Janeiro,"R$ 434,86",2025-08-05 18:40:38.488646
22763b59-a065-4fc2-88a7-502280bfbddd,Leandro Pinto,ycasa-grande@example.net,12-30-2023,Vieira da Mata,sao paulo,,2025-08-01 09:14:04.237670
9c3b1fd8-190c-49ae-b1cd-fc262eddd204,Maria Luiza Cavalcanti,xalves@example.com,28/12/2023,da Paz de Cavalcanti,SC,"R$ 348,79",2025-07-20 21:55:50.048433
5a70d93a-54fa-4bc1-9fc6-bc47b1b1e24b,Diego Montenegro,maria-sophiapeixoto@example.net,09/09/2024,Barros do Campo,SC,"R$ 218,29",2025-08-05 19:22:55.399750
267fc72b-f891-4835-9ad5-bd16f95f6e07,Diego Silveira,mcampos@example.org,08/07/2025,das Neves de Goiás,SC,"R$ 841,03",2025-07-21 14:27:31.897147
75798afb-1ea9-473e-9411-d3aaae6fdf8a,Dra. Vitória Rezende,kpires@example.net,14-Nov-2024,Nascimento Grande,sao paulo,"R$ 122,89",2025-07-15 09:47:12.518238
dafd4eca-b0f6-4969-b943-9fa8141af339,Henrique Martins,bento91@example.net,2023-12-10,da Costa Paulista,SC,"R$ 445,89",2025-07-12 10:24:58.874315
e161c626-2e66-4d09-a592-fb4ed9ad512a,Bruna Abreu,cavalcantejoaquim@example.com,02-19-2024,da Rosa,RJ,"R$ 428,45",2025-07-14 07:12:28.033848
93384516-b41b-44a8-ab57-da7adbde2dc1,Sra. Catarina Machado,isadora89@example.org,21-Sep-2024,Alves,MG,Não informado,2025-08-02 02:00:33.926290
70cbbe27-b16f-4b10-9bb2-d2345c7f8568,Ryan da Luz,vicente72@example.org,03-26-2025,Andrade,São Paulo,,2025-07-20 07:36:32.065511
489bc927-ed15-4812-807f-6eab88ff566b,Isabela Alves,zda-mata@example.com,2025-07-19,Campos das Flores,PR,"R$ 59,75",2025-08-03 23:01:03.733887
091f33dd-fd70-41dd-ae97-b0e6e7fa9230,Sr. Augusto Souza,mathias76@example.net,22-Aug-2023,Guerra de Farias,PR,"R$ 258,98",2025-08-03 13:14:09.825279
0cdd4e7e-cc0b-439b-8b1d-51ff5008f3af,Isaac da Mata,levi07@example.net,2024-08-19,Teixeira do Galho,MG,Não informado,2025-07-11 15:39:02.350268
a2119821-48b3-419f-b0e3-d17066d6387f,Erick Nogueira,antonio98@example.org,31-Jul-2025,Oliveira da Serra,SP,"R$ 167,30",2025-08-06 05:58:20.907653
e62b2f5a-8f26-43fe-8a2c-2f766edf975c,Luiz Henrique Melo,vieirayago@example.com,2024-07-15,Aparecida Alegre,Rio de Janeiro,"R$ 469,63",2025-08-07 10:52:12.846068
0cc5352a-d1b8-4ef4-a99d-1ea788ec61fd,Maria Cecília da Mota,nicolecarvalho@example.com,01-Jul-2024,da Mota de da Conceição,MG,"R$ 507,36",2025-07-25 07:52:27.611856
1c8023eb-3da0-4522-893a-e7f2d8bf8a7e,Maya Casa Grande,almeidahadassa@example.org,08-28-2024,Camargo,SC,"R$ 37,58",2025-07-20 03:57:43.134057
c9b3eafa-143c-412d-91cc-225efcde996a,Luara Fonseca,da-motanina@example.com,08-18-2024,Macedo da Serra,sao paulo,,2025-07-28 06:10:06.214069
ba0a638c-48d3-4260-bc63-675c7c79a41f,Alice Camargo,teixeiranicolas@example.net,02-18-2024,Costela,MG,,2025-07-26 08:48:01.109632
6588cfb9-6455-4cd7-89ce-fcff0e830a5e,Theodoro Pinto,lunnanunes@example.net,2025-04-23,Farias de Novais,PR,"R$ 115,09",2025-07-22 19:58:13.415779
2d0b04f5-d1b5-4108-9694-25cae671ca01,Dr. Benjamin Rios,,24-Jan-2024,da Mota,PR,"R$ 691,49",2025-07-17 04:27:40.121189
0fe23e47-f12f-4af9-a517-af808532a5ab,Raul Campos,cauada-cunha@example.org,2025-02-03,Mendonça,SP,"R$ 458,26",2025-08-07 03:07:11.955003
962a404b-3ae9-4665-b9ca-07b5467f3379,Ana Clara Rios,esther31@example.com,08/02/2025,Moraes de Rodrigues,MG,,2025-08-01 20:01:01.092692
740922f0-b869-4b00-a06f-b503a3a38fc1,Maria Sophia Oliveira,laura66@example.net,09-13-2024,Albuquerque Alegre,BA,"R$ 612,86",2025-07-16 05:38:36.601998
afeec1c9-4ade-4b5d-992b-e522569ab4fd,Srta. Zoe Vargas,apollovieira@example.net,05/12/2024,Costa da Mata,MG,"R$ 442,09",2025-07-28 04:35:23.488589
30a29c16-c3c9-4ef8-8ddd-6ee19aa56be6,Felipe Vargas,correiajoao@example.net,17/07/2025,Pinto,BA,"R$ 231,34",2025-07-20 10:40:24.048529
f9c1b223-79ec-48f0-94f5-ed1d9e3b31c5,Lucas Gabriel Moraes,ryan62@example.com,2025-03-02,das Neves do Amparo,BA,"R$ 413,32",2025-07-31 17:18:57.330393
db8f2282-27ba-44ff-a45f-598e629ff52f,Srta. Alícia Fogaça,rodrigo67@example.net,05-19-2025,da Rosa,SC,"R$ 301,00",2025-07-30 20:59:24.297763
4af04e57-5f60-4ccd-8ea1-264b013877d2,Bruno Souza,sophie02@example.net,02-Mar-2025,Mendes,MG,"R$ 970,65",2025-07-20 03:09:39.373109
0480102c-50f9-4586-a0b6-bd98597daed3,Yasmin Cassiano,pintoyago@example.com,17/04/2025,Alves de Almeida,São Paulo,,2025-07-30 10:22:33.216847
2297565f-e759-44fb-b4f3-d07157c2edbd,Sr. José Rios,ccorreia@example.com,18/06/2024,Oliveira,SC,"R$ 281,61",2025-07-17 13:35:04.845979
d67d0a73-39d9-4ee8-b821-27bf7895b850,Agatha Barbosa,maria-fernanda90@example.org,2025-07-06,Aparecida de Moura,PR,"R$ 183,50",2025-07-26 23:14:46.791033
b8cf4438-7640-42bd-af05-a15128733d71,Oliver Rodrigues,sferreira@example.net,06-Jun-2024,da Mota,MG,"R$ 218,31",2025-08-07 02:36:40.798705
233e3275-25e6-4dbb-a310-21f117a25973,Benjamim Fernandes,scasa-grande@example.com,08-13-2024,Sá de Goiás,SC,,2025-08-07 18:55:59.676932
778a67f8-3067-4cdc-93d0-4877d5f3021a,Vicente Montenegro,jose-miguel92@example.net,06-30-2024,Aparecida Verde,BA,,2025-07-21 20:27:58.833155
7facc1b7-4fda-4102-bf67-86ae7d7a55ee,Lavínia da Mota,asafe45@example.org,10-07-2024,Melo de Montenegro,PR,"R$ 474,15",2025-07-15 23:22:38.423259
e161c626-2e66-4d09-a592-fb4ed9ad512a,Bruna Abreu,cavalcantejoaquim@example.com,02-19-2024,da Rosa,RJ,"R$ 428,45",2025-07-14 07:12:28.033848
d326f0f4-f6d5-42ce-b3d4-fa28483388f5,Luigi Rezende,,11-Nov-2023,Cavalcante,PR,"R$ 548,95",2025-07-30 09:08:19.502949
36441b83-d38c-43c7-b4de-92db47f42f9b,Aurora Nascimento,pastorlorena@example.org,06-Sep-2024,da Paz de Minas,MG,"R$ 19,37",2025-08-09 15:43:45.508993
091f33dd-fd70-41dd-ae97-b0e6e7fa9230,Sr. Augusto Souza,mathias76@example.net,22-Aug-2023,Guerra de Farias,PR,"R$ 258,98",2025-08-03 13:14:09.825279
